processing_id,expedition_id,target_species,processing_date,batch_number,sample_type,processing_method,input_biomass_g,processing_temperature,processing_duration_hours,yield_percentage,final_extract_volume_ml,protein_concentration,contamination_level,storage_conditions,quality_control_passed,processing_cost_usd,technician,equipment_used,safety_protocol,waste_disposal_method,processing_notes
EXP-0035-PROC-1,EXP-0035,Conus geographus,2024-10-07,1,Venom Sac,Lyophilization and Fractionation,2416.67,-64.1,42.3,48.1,148.4,8.56,None,4°C Refrigerated,True,669.07,Jose Bennett,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Evidence enough claim suffer accept letter.
EXP-0035-PROC-2,EXP-0035,Conus geographus,2024-09-21,2,Venom Sac,Lyophilization and Fractionation,2416.67,-80.0,21.2,46.8,36.8,19.46,None,Liquid Nitrogen,True,1517.56,Amanda Mcfarland,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Anything usually past product make of group six.
EXP-0035-PROC-3,EXP-0035,Conus geographus,2024-09-27,3,Venom Sac,Lyophilization and Fractionation,2416.67,-55.8,2.1,63.3,483.8,4.56,None,Liquid Nitrogen,True,3483.71,Daniel White,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Skill city myself idea.
EXP-0036-PROC-1,EXP-0036,Salinispora tropica,2024-11-10,1,Bacterial Culture,Fermentation and Extraction,32.5,-35.6,15.9,31.0,359.2,16.35,None,-80°C Ultra-low,True,1317.26,Stephen Alvarado,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Guess despite sell most you statement.
EXP-0036-PROC-2,EXP-0036,Salinispora tropica,2024-10-28,2,Bacterial Culture,Fermentation and Extraction,32.5,4.7,47.3,65.3,202.7,11.85,None,Liquid Nitrogen,False,3474.56,Mrs. Maureen Griffin,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Truth during always those high someone box either.
EXP-0036-PROC-3,EXP-0036,Salinispora tropica,2024-11-06,3,Bacterial Culture,Fermentation and Extraction,32.5,-5.5,9.7,67.5,296.0,19.05,None,4°C Refrigerated,True,690.9,Allison Black,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Method meet main fast prepare fly.
EXP-0036-PROC-4,EXP-0036,Salinispora tropica,2024-10-29,4,Bacterial Culture,Fermentation and Extraction,32.5,-48.9,34.9,65.7,60.2,10.33,None,-20°C Freezer,True,2790.01,Brendan Bonilla,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Mouth phone decision picture defense rate structure.
EXP-0037-PROC-1,EXP-0037,Salinispora tropica,2024-10-23,1,Bacterial Culture,Fermentation and Extraction,4860.0,6.9,34.1,62.1,236.2,18.43,None,4°C Refrigerated,False,3625.68,Ronald Johns,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Position vote section child learn forward.
EXP-0038-PROC-1,EXP-0038,Salinispora tropica,2024-06-13,1,Bacterial Culture,Fermentation and Extraction,6070.0,-51.2,39.1,20.6,179.2,6.78,None,-20°C Freezer,True,4903.36,Anthony Bauer,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Audience start treat imagine later identify first.
EXP-0039-PROC-1,EXP-0039,Conus geographus,2023-06-28,1,Venom Sac,Lyophilization and Fractionation,215.0,-3.7,27.9,80.8,253.2,7.67,Low,4°C Refrigerated,True,1233.66,Bryan Smith,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,As second animal summer group me face rate.
EXP-0039-PROC-2,EXP-0039,Conus geographus,2023-06-17,2,Venom Sac,Lyophilization and Fractionation,215.0,-39.6,3.2,72.1,15.6,14.1,None,Liquid Nitrogen,True,4866.16,Diane Mcintosh,Standard Processing Equipment,Standard Laboratory Safety,Incineration,House produce listen mouth carry hospital.
EXP-0039-PROC-3,EXP-0039,Conus geographus,2023-06-25,3,Venom Sac,Lyophilization and Fractionation,215.0,-6.0,39.6,48.7,483.8,1.13,None,Liquid Nitrogen,True,2771.58,Kimberly Choi,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Fear thought whole term.
EXP-0039-PROC-4,EXP-0039,Conus geographus,2023-06-14,4,Venom Sac,Lyophilization and Fractionation,215.0,-61.2,38.8,49.2,204.3,2.72,None,4°C Refrigerated,True,4393.83,Tina Smith,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Center among of hour natural be decide.
EXP-0040-PROC-1,EXP-0040,Phyllobates terribilis,2023-05-31,1,Skin Extract,Homogenization and Extraction,1740.0,-49.5,42.1,58.8,400.4,5.08,None,-80°C Ultra-low,True,3311.93,Molly Lewis,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Biohazard,Central contain pattern education boy provide note.
EXP-0040-PROC-2,EXP-0040,Phyllobates terribilis,2023-05-31,2,Skin Extract,Homogenization and Extraction,1740.0,15.1,2.6,58.9,35.4,11.02,None,Liquid Nitrogen,True,1794.35,Paul Branch,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Incineration,Leave near fact attack better rise maintain.
EXP-0040-PROC-3,EXP-0040,Phyllobates terribilis,2023-06-05,3,Skin Extract,Homogenization and Extraction,1740.0,-14.8,17.4,63.6,208.2,1.46,None,4°C Refrigerated,True,4026.92,Carl Rios,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Incineration,Expect attorney cover magazine.
EXP-0041-PROC-1,EXP-0041,Halichondria okadai,2025-02-09,1,Sponge Tissue,Homogenization and Extraction,570.0,-8.0,17.3,9.5,193.2,18.89,None,-80°C Ultra-low,True,3387.8,Matthew Steele,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Not hair first into.
EXP-0041-PROC-2,EXP-0041,Halichondria okadai,2025-01-16,2,Sponge Tissue,Homogenization and Extraction,570.0,-59.1,21.2,65.1,59.7,5.63,None,4°C Refrigerated,True,1743.44,David Walker,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Everybody growth quickly former lose knowledge.
EXP-0041-PROC-3,EXP-0041,Halichondria okadai,2025-01-24,3,Sponge Tissue,Homogenization and Extraction,570.0,-72.9,25.9,19.3,485.6,2.35,None,-80°C Ultra-low,False,2316.2,Katelyn Rodriguez,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Bank exactly step through cultural safe phone road.
EXP-0041-PROC-4,EXP-0041,Halichondria okadai,2025-02-10,4,Sponge Tissue,Homogenization and Extraction,570.0,-35.6,17.9,36.8,139.5,4.19,None,-80°C Ultra-low,True,2673.68,Sarah Welch,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Often shoulder defense already end thus music president.
EXP-0042-PROC-1,EXP-0042,Salinispora tropica,2023-08-09,1,Bacterial Culture,Fermentation and Extraction,1067.5,-11.0,46.6,53.3,47.7,1.6,None,-80°C Ultra-low,True,4781.4,James Vance,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Run fact let member however maybe production summer.
EXP-0042-PROC-2,EXP-0042,Salinispora tropica,2023-08-12,2,Bacterial Culture,Fermentation and Extraction,1067.5,-17.1,30.7,56.9,141.0,0.4,None,4°C Refrigerated,True,4842.57,Lisa Martin,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Cell city not not the certainly rule.
EXP-0042-PROC-3,EXP-0042,Salinispora tropica,2023-08-20,3,Bacterial Culture,Fermentation and Extraction,1067.5,-5.8,30.1,30.0,142.8,11.99,None,Liquid Nitrogen,True,4397.43,Amanda Juarez,Standard Processing Equipment,Standard Laboratory Safety,Incineration,As hard amount deal traditional.
EXP-0042-PROC-4,EXP-0042,Salinispora tropica,2023-08-10,4,Bacterial Culture,Fermentation and Extraction,1067.5,-63.7,45.5,63.9,442.7,4.13,Low,-80°C Ultra-low,True,3144.14,John Gibson,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Always possible billion.
EXP-0043-PROC-1,EXP-0043,Halichondria okadai,2026-02-12,1,Sponge Tissue,Homogenization and Extraction,1300.0,-37.1,2.7,51.6,134.0,9.06,None,-20°C Freezer,True,4809.11,Madeline Hill,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Official now heavy her onto.
EXP-0043-PROC-2,EXP-0043,Halichondria okadai,2026-02-09,2,Sponge Tissue,Homogenization and Extraction,1300.0,-60.2,32.9,83.2,59.9,0.27,None,Liquid Nitrogen,True,2451.12,Angela King,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Might good test main lot.
EXP-0043-PROC-3,EXP-0043,Halichondria okadai,2026-01-26,3,Sponge Tissue,Homogenization and Extraction,1300.0,16.0,22.0,25.7,222.9,14.5,None,-20°C Freezer,True,540.74,Kathryn Taylor,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Discover method exactly change.
EXP-0044-PROC-1,EXP-0044,Halichondria okadai,2023-09-26,1,Sponge Tissue,Homogenization and Extraction,180.0,-13.0,13.1,62.1,54.8,4.07,None,-80°C Ultra-low,True,4448.62,Lance Montoya,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Increase form box push look.
EXP-0044-PROC-2,EXP-0044,Halichondria okadai,2023-09-30,2,Sponge Tissue,Homogenization and Extraction,180.0,-53.9,11.9,26.7,131.3,1.34,None,-80°C Ultra-low,True,2565.23,Maria Jenkins,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Amount of claim picture always.
EXP-0045-PROC-1,EXP-0045,Conus geographus,2025-11-28,1,Venom Sac,Lyophilization and Fractionation,9410.0,-9.3,5.7,81.1,420.9,16.12,None,-80°C Ultra-low,True,4203.43,Amy Scott,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Might if wide point.
EXP-0046-PROC-1,EXP-0046,Conus geographus,2024-01-26,1,Venom Sac,Lyophilization and Fractionation,4025.0,-59.0,30.4,64.4,371.6,10.48,Low,4°C Refrigerated,True,808.06,Monica Nicholson,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Describe paper likely loss.
EXP-0046-PROC-2,EXP-0046,Conus geographus,2024-02-02,2,Venom Sac,Lyophilization and Fractionation,4025.0,-18.6,26.8,26.5,190.5,17.92,None,4°C Refrigerated,False,3499.08,Jason Thomas,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Star consider process enough right garden law opportunity.
EXP-0047-PROC-1,EXP-0047,Bugula neritina,2023-06-26,1,Colony Material,Homogenization and Extraction,1252.5,-13.8,13.4,61.4,219.5,8.91,None,-20°C Freezer,True,3421.95,James Rodriguez,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Mission training range step painting.
EXP-0047-PROC-2,EXP-0047,Bugula neritina,2023-06-28,2,Colony Material,Homogenization and Extraction,1252.5,6.6,15.4,40.5,20.7,6.09,Low,-20°C Freezer,True,2761.84,Steven Greene,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Me brother lot candidate owner still to.
EXP-0047-PROC-3,EXP-0047,Bugula neritina,2023-06-17,3,Colony Material,Homogenization and Extraction,1252.5,17.3,6.8,66.2,210.7,13.14,None,-20°C Freezer,True,1671.06,Marie Boyd,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Themselves recently investment voice lot shoulder.
EXP-0047-PROC-4,EXP-0047,Bugula neritina,2023-06-19,4,Colony Material,Homogenization and Extraction,1252.5,-72.6,10.5,58.1,442.0,16.3,None,Liquid Nitrogen,True,3583.1,Robert Velez,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Best care local discussion teacher exist theory.
EXP-0048-PROC-1,EXP-0048,Halichondria okadai,2024-12-25,1,Sponge Tissue,Homogenization and Extraction,480.0,-47.5,13.5,46.2,272.4,7.2,None,-80°C Ultra-low,True,2092.05,Colin Fletcher,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Official brother according.
EXP-0048-PROC-2,EXP-0048,Halichondria okadai,2024-12-22,2,Sponge Tissue,Homogenization and Extraction,480.0,-47.7,44.0,81.2,170.1,7.15,Low,4°C Refrigerated,True,2775.35,Melissa Stewart,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Blood international one end movie north.
EXP-0048-PROC-3,EXP-0048,Halichondria okadai,2024-12-17,3,Sponge Tissue,Homogenization and Extraction,480.0,-69.2,20.1,49.3,256.5,3.96,Low,Liquid Nitrogen,True,4364.68,Wendy Sanders,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Including six lot have never.
EXP-0049-PROC-1,EXP-0049,Conus geographus,2024-12-24,1,Venom Sac,Lyophilization and Fractionation,722.5,10.2,36.4,40.1,309.2,3.29,None,Liquid Nitrogen,True,3531.4,Eric Cooper,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Save talk process security land record.
EXP-0049-PROC-2,EXP-0049,Conus geographus,2024-12-17,2,Venom Sac,Lyophilization and Fractionation,722.5,-55.9,7.4,18.2,11.0,14.4,None,Liquid Nitrogen,True,3795.8,Daniel Morales,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Song pass range appear home player.
EXP-0049-PROC-3,EXP-0049,Conus geographus,2025-01-05,3,Venom Sac,Lyophilization and Fractionation,722.5,-71.2,2.9,18.3,446.5,4.91,None,4°C Refrigerated,True,2094.22,Samantha Ruiz,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Itself ask develop bag also his worker pass.
EXP-0049-PROC-4,EXP-0049,Conus geographus,2024-12-29,4,Venom Sac,Lyophilization and Fractionation,722.5,-25.5,30.0,24.6,38.3,7.88,None,-20°C Freezer,True,1553.92,Michelle Harper,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Policy keep cut prevent.
EXP-0050-PROC-1,EXP-0050,Conus geographus,2023-05-13,1,Venom Sac,Lyophilization and Fractionation,1905.0,-15.3,27.6,38.3,220.2,10.86,None,Liquid Nitrogen,False,3633.93,Donna Johnson,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Member recognize past purpose growth pretty wish beautiful.
EXP-0050-PROC-2,EXP-0050,Conus geographus,2023-05-16,2,Venom Sac,Lyophilization and Fractionation,1905.0,-27.5,21.0,74.6,319.4,10.7,None,Liquid Nitrogen,True,1019.28,James Caldwell,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Only military say attention bed expect.
EXP-0050-PROC-3,EXP-0050,Conus geographus,2023-06-04,3,Venom Sac,Lyophilization and Fractionation,1905.0,-44.6,8.6,60.4,111.1,7.9,None,Liquid Nitrogen,True,4530.54,Suzanne Bailey,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Difficult white lawyer identify above.
EXP-0050-PROC-4,EXP-0050,Conus geographus,2023-05-27,4,Venom Sac,Lyophilization and Fractionation,1905.0,-36.0,2.8,68.4,43.8,9.54,None,-20°C Freezer,True,3023.05,Jonathan Hansen,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Family water sort what then spend offer.
EXP-0051-PROC-1,EXP-0051,Halichondria okadai,2024-05-15,1,Sponge Tissue,Homogenization and Extraction,720.0,-53.4,2.5,62.9,272.5,16.74,None,4°C Refrigerated,True,4196.25,Tracy Hart,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Serious which learn leave only.
EXP-0052-PROC-1,EXP-0052,Bothrops jararaca,2024-11-16,1,Crude Venom,Lyophilization and Fractionation,2252.5,-45.0,38.4,41.1,99.9,17.11,Low,Liquid Nitrogen,True,4471.52,Brian Jones,"Venom Lyophilizer, Safety Hood","Level 3 Containment, Antivenom Available",Biohazard,Quality discover firm western might.
EXP-0052-PROC-2,EXP-0052,Bothrops jararaca,2024-12-06,2,Crude Venom,Lyophilization and Fractionation,2252.5,-39.3,39.0,77.1,109.7,1.43,None,-20°C Freezer,True,4448.08,Ronnie Wright,"Venom Lyophilizer, Safety Hood","Level 3 Containment, Antivenom Available",Chemical Waste,Human see garden never.
EXP-0052-PROC-3,EXP-0052,Bothrops jararaca,2024-12-10,3,Crude Venom,Lyophilization and Fractionation,2252.5,21.6,5.1,56.9,46.3,7.57,None,-20°C Freezer,True,4117.17,Erik Robinson,"Venom Lyophilizer, Safety Hood","Level 3 Containment, Antivenom Available",Biohazard,Especially water raise travel material current save.
EXP-0052-PROC-4,EXP-0052,Bothrops jararaca,2024-11-28,4,Crude Venom,Lyophilization and Fractionation,2252.5,-21.3,16.8,22.6,181.8,7.51,None,4°C Refrigerated,False,809.21,Christine Harris,"Venom Lyophilizer, Safety Hood","Level 3 Containment, Antivenom Available",Chemical Waste,Student green single build bad.
EXP-0053-PROC-1,EXP-0053,Halichondria okadai,2024-03-25,1,Sponge Tissue,Homogenization and Extraction,155.0,-4.1,32.2,61.7,14.1,4.43,None,-80°C Ultra-low,True,3477.58,Katherine Smith,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,When summer he firm together thing off.
EXP-0053-PROC-2,EXP-0053,Halichondria okadai,2024-04-01,2,Sponge Tissue,Homogenization and Extraction,155.0,4.5,37.5,48.9,42.6,15.35,None,Liquid Nitrogen,True,3126.71,Clayton Duran,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Exactly develop office approach son long must.
EXP-0053-PROC-3,EXP-0053,Halichondria okadai,2024-03-25,3,Sponge Tissue,Homogenization and Extraction,155.0,4.3,25.8,16.2,338.9,12.45,None,Liquid Nitrogen,True,3840.14,Jennifer Parks,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Lead build million firm.
EXP-0053-PROC-4,EXP-0053,Halichondria okadai,2024-03-06,4,Sponge Tissue,Homogenization and Extraction,155.0,13.5,36.5,77.7,381.8,11.98,None,-80°C Ultra-low,True,3443.6,Michael Gray,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Foot party employee nature.
EXP-0054-PROC-1,EXP-0054,Halichondria okadai,2023-06-19,1,Sponge Tissue,Homogenization and Extraction,2193.33,-13.6,9.2,42.9,361.0,5.49,Low,-80°C Ultra-low,True,1410.14,John Austin,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Contain interest industry sell half hundred.
EXP-0054-PROC-2,EXP-0054,Halichondria okadai,2023-06-15,2,Sponge Tissue,Homogenization and Extraction,2193.33,-57.4,21.5,77.6,258.5,3.84,None,-80°C Ultra-low,True,846.37,Kenneth Krause,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Sport result sound new task.
EXP-0054-PROC-3,EXP-0054,Halichondria okadai,2023-06-17,3,Sponge Tissue,Homogenization and Extraction,2193.33,6.3,32.3,68.7,143.3,13.88,None,4°C Refrigerated,True,1688.28,Robert Rodgers,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,South computer matter yet support military result.
EXP-0055-PROC-1,EXP-0055,Bugula neritina,2023-10-11,1,Colony Material,Homogenization and Extraction,3560.0,-45.9,14.4,20.3,350.4,4.45,Low,-80°C Ultra-low,True,3178.86,Elizabeth Hart,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Answer between clear democratic effect stuff benefit.
EXP-0056-PROC-1,EXP-0056,Bothrops jararaca,2023-06-13,1,Crude Venom,Lyophilization and Fractionation,1886.67,5.6,37.8,65.9,102.0,1.86,None,Liquid Nitrogen,True,3645.27,Debbie Ward,"Venom Lyophilizer, Safety Hood","Level 3 Containment, Antivenom Available",Biohazard,Use election after building test white current.
EXP-0056-PROC-2,EXP-0056,Bothrops jararaca,2023-06-09,2,Crude Venom,Lyophilization and Fractionation,1886.67,-76.7,13.9,7.7,440.8,4.94,None,Liquid Nitrogen,True,3008.02,Mariah Thompson,"Venom Lyophilizer, Safety Hood","Level 3 Containment, Antivenom Available",Incineration,Great pull maintain say threat.
EXP-0056-PROC-3,EXP-0056,Bothrops jararaca,2023-06-23,3,Crude Venom,Lyophilization and Fractionation,1886.67,-46.1,43.3,76.0,169.4,18.03,None,-20°C Freezer,True,4982.71,Dustin Welch,"Venom Lyophilizer, Safety Hood","Level 3 Containment, Antivenom Available",Biohazard,Than political up instead.
EXP-0057-PROC-1,EXP-0057,Salinispora tropica,2024-03-13,1,Bacterial Culture,Fermentation and Extraction,3555.0,-53.9,28.5,10.4,56.5,19.98,Low,Liquid Nitrogen,True,1969.88,Jennifer Meadows,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Class direction first fact.
EXP-0057-PROC-2,EXP-0057,Salinispora tropica,2024-04-01,2,Bacterial Culture,Fermentation and Extraction,3555.0,10.1,47.9,24.3,29.8,8.28,None,-20°C Freezer,True,1085.36,Matthew Nelson,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Sit voice security minute late cold.
EXP-0058-PROC-1,EXP-0058,Bothrops jararaca,2024-12-02,1,Crude Venom,Lyophilization and Fractionation,4730.0,2.3,28.0,30.0,330.6,4.72,None,Liquid Nitrogen,True,564.72,Beth Young,"Venom Lyophilizer, Safety Hood","Level 3 Containment, Antivenom Available",Incineration,Wait red bag cold billion.
EXP-0058-PROC-2,EXP-0058,Bothrops jararaca,2024-12-03,2,Crude Venom,Lyophilization and Fractionation,4730.0,0.0,3.8,72.0,313.6,11.31,None,Liquid Nitrogen,True,3310.76,Shawn Kelley,"Venom Lyophilizer, Safety Hood","Level 3 Containment, Antivenom Available",Chemical Waste,Side model you.
EXP-0059-PROC-1,EXP-0059,Bothrops jararaca,2025-01-23,1,Crude Venom,Lyophilization and Fractionation,5500.0,-19.0,47.6,65.5,226.7,14.18,Low,Liquid Nitrogen,True,2251.54,Luke Miller,"Venom Lyophilizer, Safety Hood","Level 3 Containment, Antivenom Available",Chemical Waste,Finally easy exist phone capital stuff.
EXP-0060-PROC-1,EXP-0060,Phyllobates terribilis,2025-07-01,1,Skin Extract,Homogenization and Extraction,3940.0,17.5,44.7,32.4,268.6,4.31,None,Liquid Nitrogen,True,4980.34,Matthew Dalton,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Chemical Waste,Ten level that various nature career.
EXP-0060-PROC-2,EXP-0060,Phyllobates terribilis,2025-07-17,2,Skin Extract,Homogenization and Extraction,3940.0,4.5,34.9,52.5,36.1,9.15,High,4°C Refrigerated,True,3536.54,Kimberly Garza,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Incineration,Piece player nor model police finally girl.
EXP-0061-PROC-1,EXP-0061,Salinispora tropica,2023-12-21,1,Bacterial Culture,Fermentation and Extraction,1310.0,18.9,9.7,45.0,348.5,13.97,None,4°C Refrigerated,True,3418.88,Regina Ramos,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Include choose action model serve carry.
EXP-0061-PROC-2,EXP-0061,Salinispora tropica,2023-12-26,2,Bacterial Culture,Fermentation and Extraction,1310.0,-13.2,29.6,19.3,355.5,9.16,None,4°C Refrigerated,True,3504.92,Joseph Watts,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Water local across involve fall discuss account.
EXP-0061-PROC-3,EXP-0061,Salinispora tropica,2023-12-11,3,Bacterial Culture,Fermentation and Extraction,1310.0,-78.0,37.8,53.8,352.8,16.78,Low,Liquid Nitrogen,True,4112.65,Jason Castro,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Economic resource position stock determine bad.
EXP-0061-PROC-4,EXP-0061,Salinispora tropica,2023-12-06,4,Bacterial Culture,Fermentation and Extraction,1310.0,-28.7,20.5,17.3,290.6,5.61,High,Liquid Nitrogen,True,4645.88,Kellie Marsh,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Space range expect sea speak include table consumer.
EXP-0062-PROC-1,EXP-0062,Phyllobates terribilis,2026-02-11,1,Skin Extract,Homogenization and Extraction,1523.33,-42.7,4.4,7.5,217.4,1.78,None,4°C Refrigerated,True,3230.81,Mark Williamson,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Incineration,Red man fly charge wide.
EXP-0062-PROC-2,EXP-0062,Phyllobates terribilis,2026-02-02,2,Skin Extract,Homogenization and Extraction,1523.33,-10.8,11.7,74.0,444.2,4.01,Low,-80°C Ultra-low,True,3818.42,William Campbell,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Incineration,Resource road do character.
EXP-0062-PROC-3,EXP-0062,Phyllobates terribilis,2026-02-05,3,Skin Extract,Homogenization and Extraction,1523.33,24.7,3.4,76.8,315.1,19.47,None,4°C Refrigerated,True,2592.54,Glenn Collins DDS,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Biohazard,Less social form such weight argue.
EXP-0063-PROC-1,EXP-0063,Phyllobates terribilis,2025-06-22,1,Skin Extract,Homogenization and Extraction,9100.0,-44.8,5.1,83.0,410.3,17.07,Low,Liquid Nitrogen,True,4720.84,Andrea Harrison,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Chemical Waste,Time economic high actually window.
EXP-0064-PROC-1,EXP-0064,Salinispora tropica,2024-09-27,1,Bacterial Culture,Fermentation and Extraction,1935.0,-72.5,11.7,23.3,239.9,5.44,None,4°C Refrigerated,True,954.4,Janice Proctor,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Scene almost leave side miss.
EXP-0064-PROC-2,EXP-0064,Salinispora tropica,2024-09-28,2,Bacterial Culture,Fermentation and Extraction,1935.0,22.2,36.9,82.4,225.5,5.64,None,-20°C Freezer,True,4092.32,Mrs. Melanie Collins,Standard Processing Equipment,Standard Laboratory Safety,Incineration,City rock seat near business loss.
EXP-0065-PROC-1,EXP-0065,Halichondria okadai,2023-07-19,1,Sponge Tissue,Homogenization and Extraction,2650.0,-55.6,8.0,25.5,184.1,13.51,None,-20°C Freezer,True,781.54,Isaac Williams,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Wind door its address some.
EXP-0065-PROC-2,EXP-0065,Halichondria okadai,2023-07-01,2,Sponge Tissue,Homogenization and Extraction,2650.0,-64.6,17.8,74.2,85.9,1.75,None,-80°C Ultra-low,True,2680.42,Jennifer Sanchez,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Ok real read.
EXP-0065-PROC-3,EXP-0065,Halichondria okadai,2023-07-23,3,Sponge Tissue,Homogenization and Extraction,2650.0,4.4,8.3,51.5,257.7,2.97,None,Liquid Nitrogen,True,3307.99,Randy Wright,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Before peace us young personal art popular.
EXP-0066-PROC-1,EXP-0066,Halichondria okadai,2025-05-18,1,Sponge Tissue,Homogenization and Extraction,1793.33,-71.4,23.1,29.5,413.0,1.23,None,-20°C Freezer,True,2383.73,Rebecca Martinez,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,First next popular girl through.
EXP-0066-PROC-2,EXP-0066,Halichondria okadai,2025-05-24,2,Sponge Tissue,Homogenization and Extraction,1793.33,-19.7,32.7,67.2,432.5,6.35,None,4°C Refrigerated,True,2921.1,Alison Gray,Standard Processing Equipment,Standard Laboratory Safety,Chemical Waste,Economy always religious next.
EXP-0066-PROC-3,EXP-0066,Halichondria okadai,2025-05-18,3,Sponge Tissue,Homogenization and Extraction,1793.33,13.4,19.1,20.6,249.8,14.86,Low,Liquid Nitrogen,False,2716.56,Katherine Knight,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Girl run every story trial never attention.
EXP-0067-PROC-1,EXP-0067,Halichondria okadai,2023-07-05,1,Sponge Tissue,Homogenization and Extraction,4535.0,-42.1,41.6,37.5,170.8,9.13,None,4°C Refrigerated,True,3931.01,Edward Baker,Standard Processing Equipment,Standard Laboratory Safety,Incineration,Law simply media safe third people.
EXP-0067-PROC-2,EXP-0067,Halichondria okadai,2023-07-17,2,Sponge Tissue,Homogenization and Extraction,4535.0,19.9,10.1,50.4,293.9,9.84,None,4°C Refrigerated,True,3401.35,Manuel Flores,Standard Processing Equipment,Standard Laboratory Safety,Biohazard,Probably much hold model.
EXP-0068-PROC-1,EXP-0068,Phyllobates terribilis,2024-12-29,1,Skin Extract,Homogenization and Extraction,2983.33,-40.9,32.4,16.3,289.7,3.79,None,Liquid Nitrogen,True,1753.89,Mr. Louis Morris DDS,Standard Processing Equipment,"Level 3 Containment, Antivenom Available",Chemical Waste,Benefit probably analysis visit.
